학교,과목,학년(학년군),성취기준 코드,성취기준 내용
초등학교,수학,1~2,[2수03-09],"실생활 문제 상황과 연결하여 1분, 1시간, 1일, 1주일, 1개월, 1년 사이의 관계를 이해한다."
초등학교,수학,1~2,[2수03-10],"길이 단위 1cm와 1m를 알고, 이를 이용하여 주변 사물의 길이를 측정할 수 있다."
초등학교,수학,1~2,[2수03-11],"1m와 1cm의 관계를 이해하고, 길이를 ‘몇 m 몇 cm’와 ‘몇 cm’로 표현할 수 있다."
초등학교,수학,1~2,[2수03-12],"여러 가지 물건의 길이를 어림하고, 길이에 대한 양감을 기른다."
초등학교,수학,1~2,[2수03-13],실생활 문제 상황과 연결하여 길이의 덧셈과 뺄셈을 할 수 있다.
초등학교,수학,1~2,[2수04-01],"여러 가지 사물을 정해진 기준 또는 자신이 정한 기준으로 분류하여 개수를 세어 보고, 기준에 따른 결과를 말할 수 있다."
초등학교,수학,1~2,[2수04-02],"자료를 분류하여 표로 나타내고, 자료를 표로 나타내면 편리한 점을 말할 수 있다."
초등학교,수학,1~2,[2수04-03],"자료를 분류하여 ○, ×, / 등을 이용한 그래프로 나타내고, 자료를 그래프로 나타내면 편리한 점을 말할 수 있다."
초등학교,바른 생활,1~2,[2바01-01],학교 생활 습관과 학습 습관을 형성하여 안전하고 건강하게 생활한다.
초등학교,바른 생활,1~2,[2바01-02],나를 이해하고 존중하며 생활한다.
초등학교,바른 생활,1~2,[2바01-03],가족이나 주변 사람을 배려하며 관계를 맺는다.
초등학교,바른 생활,1~2,[2바01-04],생태환경에서 더불어 살기 위해 노력한다.
초등학교,바른 생활,1~2,[2바02-01],공동체에서 내가 할 수 있는 일을 찾아보고 실천한다.
초등학교,바른 생활,1~2,[2바02-02],우리나라의 소중함을 알고 사랑하는 마음을 기른다.
초등학교,바른 생활,1~2,[2바02-03],차이나 다양성을 서로 존중하면서 생활한다.
초등학교,바른 생활,1~2,[2바02-04],새로운 활동에 호기심을 갖고 도전한다.
초등학교,바른 생활,1~2,[2바03-01],하루의 가치를 느끼며 지금을 소중히 여긴다.
초등학교,바른 생활,1~2,[2바03-02],계절의 변화에 대응하며 생활한다.
초등학교,바른 생활,1~2,[2바03-03],여러 인물의 삶을 통해 공동체성을 기른다.
초등학교,바른 생활,1~2,[2바03-04],공동체 속에서 지속가능성을 위한 삶의 방식을 찾아 실천한다.
초등학교,바른 생활,1~2,[2바04-01],모두를 위한 생활환경을 만드는 데 참여한다.
초등학교,바른 생활,1~2,[2바04-02],다양한 생각이나 의견에 대해 개방적인 태도를 형성한다.
초등학교,바른 생활,1~2,[2바04-03],여럿이 하는 활동에 관심을 갖고 자발적으로 협력한다.
초등학교,바른 생활,1~2,[2바04-04],지금까지의 생활 습관과 학습 습관을 되돌아본다.
초등학교,슬기로운 생활,1~2,[2슬01-01],학교 안팎의 모습과 생활을 탐색하며 안전한 학교 생활을 한다.
초등학교,슬기로운 생활,1~2,[2슬01-02],나를 탐색하여 나에 대해 설명한다.
초등학교,슬기로운 생활,1~2,[2슬01-03],가족이나 주변 사람에게 관심을 갖고 함께 살아가는 모습을 탐구한다.
초등학교,슬기로운 생활,1~2,[2슬01-04],"사람과 자연, 동식물이 어우러져 사는 생태를 탐구한다."
초등학교,슬기로운 생활,1~2,[2슬02-01],우리가 살고 있는 마을과 사람들이 생활하는 모습을 살펴본다.
초등학교,슬기로운 생활,1~2,[2슬02-02],우리나라의 모습이나 문화를 조사한다.
초등학교,슬기로운 생활,1~2,[2슬02-03],알고 싶은 나라를 탐구하며 다른 나라에 관심을 갖는다.
초등학교,슬기로운 생활,1~2,[2슬02-04],궁금한 세계를 다양한 매체로 탐색한다.
초등학교,슬기로운 생활,1~2,[2슬03-01],하루의 변화와 사람들이 하루를 살아가는 모습을 탐색한다.
초등학교,슬기로운 생활,1~2,[2슬03-02],계절과 생활의 관계를 탐구한다.
초등학교,슬기로운 생활,1~2,[2슬03-03],관심 있는 대상의 과거와 현재를 살펴보고 미래를 상상한다.
초등학교,슬기로운 생활,1~2,[2슬03-04],우리의 생활과 관련된 지속가능성의 다양한 사례를 찾고 탐색한다.
초등학교,슬기로운 생활,1~2,[2슬04-01],생활도구의 모양이나 기능을 탐색하고 바꾸어본다.
초등학교,슬기로운 생활,1~2,[2슬04-02],상상한 것을 다양한 매체와 재료로 구현한다.
초등학교,슬기로운 생활,1~2,[2슬04-03],경험한 것 중에서 관심 있는 주제를 정하고 조사한다.
초등학교,슬기로운 생활,1~2,[2슬04-04],배운 것과 배울 것을 연결하며 앞으로의 배움을 상상한다.
초등학교,즐거운 생활,1~2,[2즐01-01],"즐겁게 놀이하며, 건강하고 안전하게 생활한다."
초등학교,즐거운 생활,1~2,[2즐01-02],놀이하며 내 몸의 움직임이나 감각을 느낀다.
초등학교,즐거운 생활,1~2,[2즐01-03],가족이나 주변 사람과 소통하며 어울린다.
초등학교,즐거운 생활,1~2,[2즐01-04],우리를 둘러싼 자연의 아름다움을 감상한다.
초등학교,즐거운 생활,1~2,[2즐02-01],내가 참여할 수 있는 문화 예술을 향유한다.
초등학교,즐거운 생활,1~2,[2즐02-02],우리나라의 문화 예술을 즐긴다.
초등학교,즐거운 생활,1~2,[2즐02-03],다른 나라의 문화 예술을 체험한다.
초등학교,즐거운 생활,1~2,[2즐02-04],다양한 세상을 상상하고 표현한다.
초등학교,즐거운 생활,1~2,[2즐03-01],하루를 건강하고 활기차게 지낸다.
초등학교,즐거운 생활,1~2,[2즐03-02],자연의 변화를 느끼며 놀이한다.
초등학교,즐거운 생활,1~2,[2즐03-03],전통문화를 새롭게 표현한다.
초등학교,즐거운 생활,1~2,[2즐03-04],안전과 안녕을 위한 아동의 권리가 있음을 알고 누린다.
초등학교,즐거운 생활,1~2,[2즐04-01],주변의 물건을 활용하여 놀잇감을 만든다.
초등학교,즐거운 생활,1~2,[2즐04-02],자유롭게 상상하며 놀이한다.
초등학교,즐거운 생활,1~2,[2즐04-03],생각이나 느낌을 살려 전시나 공연 활동을 한다.
초등학교,즐거운 생활,1~2,[2즐04-04],기억에 남는 경험을 떠올리며 의미를 부여한다.
초등학교,국어,3~4,[4국01-01],중요한 내용과 주제를 파악하며 듣고 그 내용을 요약한다.
초등학교,국어,3~4,[4국01-02],원인과 결과의 관계를 고려하여 내용을 예측하며 듣고 말한다.
초등학교,국어,3~4,[4국01-03],상황에 적절한 준언어⋅비언어적 표현을 활용하여 듣고 말한다.
초등학교,국어,3~4,[4국01-04],상황과 상대의 입장을 이해하고 예의를 지키며 대화한다.
초등학교,국어,3~4,[4국01-05],목적과 주제에 알맞게 자료를 정리하여 자신감 있게 발표한다.
초등학교,국어,3~4,[4국01-06],주제에 적절한 의견과 이유를 제시하고 서로의 생각을 교환하며 토의한다.
초등학교,국어,3~4,[4국02-01],글의 의미를 파악하며 유창하게 글을 읽는다.
초등학교,국어,3~4,[4국02-02],문단과 글에서 중심 생각을 파악하고 내용을 간추린다.
초등학교,국어,3~4,[4국02-03],질문을 활용하여 글을 예측하며 읽고 자신의 읽기 과정을 점검한다.
초등학교,국어,3~4,[4국02-04],글에 나타난 사실과 의견을 구분하고 필자와 자신의 의견을 비교한다.
초등학교,국어,3~4,[4국02-05],글이나 자료의 출처가 믿을 만한지 판단한다.
초등학교,국어,3~4,[4국02-06],바람직한 읽기 습관을 형성하고 읽기에 대한 자신감을 기른다.
초등학교,국어,3~4,[4국03-01],"중심 문장과 뒷받침 문장을 갖추어 문단을 쓰고, 문장과 문단을 중심으로 고쳐 쓴다."
초등학교,국어,3~4,[4국03-02],절차와 결과가 드러나게 정확한 표현으로 보고하는 글을 쓴다.
초등학교,국어,3~4,[4국03-03],대상에 대한 자신의 의견과 그렇게 생각한 이유가 드러나게 글을 쓴다.
초등학교,국어,3~4,[4국03-04],목적과 주제를 고려하여 독자에게 마음을 전하는 글을 쓴다.
초등학교,국어,3~4,[4국03-05],자신의 쓰기 과정을 점검하며 쓰기에 자신감을 갖는다.
초등학교,국어,3~4,[4국04-01],단어와 단어 간의 의미 관계를 파악한다.
초등학교,국어,3~4,[4국04-02],단어를 분류하고 국어사전을 활용하여 능동적인 국어 활동을 한다.
초등학교,국어,3~4,[4국04-03],기본적인 문장의 짜임을 이해하고 적절하게 사용한다.
초등학교,국어,3~4,[4국04-04],글과 담화에 쓰인 높임 표현과 지시⋅접속 표현을 이해하고 상황에 맞게 표현한다.
초등학교,국어,3~4,[4국04-05],언어가 의사소통과 관계 형성의 수단임을 이해하고 국어를 소중히 여기는 태도를 지닌다.
초등학교,국어,3~4,[4국05-01],인물과 이야기의 흐름을 중심으로 작품을 감상한다.
초등학교,국어,3~4,[4국05-02],자신의 경험을 바탕으로 작품 속 세계와 현실 세계를 비교하여 작품을 감상한다.
초등학교,국어,3~4,[4국05-03],작품을 듣거나 읽고 마음에 드는 작품을 소개한다.
초등학교,국어,3~4,[4국05-04],"감각적 표현에 유의하여 작품을 감상하고, 감각적 표현을 활용하여 자신의 생각이나 감정을 표현한다."
초등학교,국어,3~4,[4국05-05],재미나 감동을 느끼며 작품을 즐겨 감상하는 태도를 지닌다.
초등학교,국어,3~4,[4국06-01],인터넷에서 학습에 필요한 다양한 자료를 탐색하고 목적에 맞게 자료를 선택한다.
초등학교,국어,3~4,[4국06-02],매체를 활용하여 간단한 발표 자료를 만든다.
초등학교,국어,3~4,[4국06-03],매체 소통 윤리를 고려하여 매체 자료를 활용하고 공유한다.
초등학교,도덕,3~4,[4도01-01],자신의 감정을 소중히 여기며 존중하는 태도를 바탕으로 내가 누구인가를 탐구한다.
초등학교,도덕,3~4,[4도01-02],정직의 의미를 알고 모범적인 사례를 탐색하여 바르게 행동하려는 태도를 기른다.
초등학교,도덕,3~4,[4도01-03],성실한 생활의 모범 사례를 탐색하고 시간 관리를 위한 생활을 계획하여 지속적인 자기 성장을 모색한다.
초등학교,도덕,3~4,[4도01-04],다른 사람의 관점을 수용할 수 있는지를 도덕적으로 검토하고 도덕규범을 내면화하여 도덕적으로 행동할 수 있는 자세를 기른다.
초등학교,도덕,3~4,[4도02-01],"효, 우애의 의미와 필요성을 명료하게 이해하고 가족의 행복을 위해 할 수 있는 일을 탐색하여 실천 계획을 세운다."
초등학교,도덕,3~4,[4도02-02],친구 사이의 배려에 대한 올바른 이해를 바탕으로 일상생활에서 배려에 기반한 도덕적 관계를 맺을 수 있는 방안을 탐색한다.
초등학교,도덕,3~4,[4도02-03],공감의 태도가 필요한 이유를 이해하고 도덕적 상상력을 바탕으로 대상과 상황에 따라 감정을 나누는 방법을 탐구하여 실천한다.
초등학교,도덕,3~4,[4도03-01],"불공정의 사례를 탐구하고, 일상생활에서 공정의 가치를 추구하는 활동을 통해 실천 의지를 함양한다."
초등학교,도덕,3~4,[4도03-02],"디지털 사회에서 발생하는 다양한 문제를 살펴보고, 해결 방안을 탐구하여 정보통신 윤리에 대한 민감성을 기른다."
초등학교,도덕,3~4,[4도03-03],"통일의 필요성을 이해하고, 통일 감수성을 길러 바람직한 통일의 방향을 모색한다."
초등학교,도덕,3~4,[4도04-01],생명 경시 사례를 조사하고 문제 해결 방법을 탐구함으로써 생명의 소중함을 이해한다.
초등학교,도덕,3~4,[4도04-02],인간과 자연이 함께 살아야 하는 이유를 이해하고 공생을 위한 구체적인 실천 계획을 세우며 생태 감수성을 기른다.
초등학교,사회,3~4,[4사01-01],"주변 여러 장소에서의 경험과 느낌을 다양한 방식으로 표현하고, 장소감을 나누며 서로 존중하는 태도를 지닌다."
초등학교,사회,3~4,[4사01-02],"주변의 여러 장소를 살펴보고, 우리가 사는 곳을 더 살기 좋은 곳으로 만드는 방안을 탐색한다."
초등학교,사회,3~4,[4사02-01],"일상 속에서 시간의 흐름을 경험할 수 있는 사례를 살펴보고, 이를 바탕으로 역사의 시간 개념을 이해한다."
초등학교,사회,3~4,[4사02-02],"오래된 물건이나 자료들을 주변에서 찾아보고, 이를 통해 과거의 모습을 살펴볼 수 있음을 이해한다."
초등학교,사회,3~4,[4사02-03],지역의 변화상을 보여주는 역사 자료를 분석하여 지역 사람들의 달라진 생활 모습을 파악한다.
초등학교,사회,3~4,[4사03-01],"최근 사회 변화의 양상과 특징을 파악하고, 그로 인해 나타난 생활모습의 변화를 탐색한다."
초등학교,사회,3~4,[4사03-02],"우리 사회에 다양한 문화가 확산되면서 나타나는 긍정적 효과와 문제를 분석하고, 나와 다른 사람이나 집단의 문화를 존중하는 태도를 기른다."
초등학교,사회,3~4,[4사04-01],"옛날 풍습에 대해 알아보고, 오늘날과 비교하여 변화상을 파악한다."
초등학교,사회,3~4,[4사04-02],옛날부터 오늘날까지 교통의 변화에 따른 이동과 생활 모습의 변화를 이해한다.
초등학교,사회,3~4,[4사04-03],옛날부터 오늘날까지 통신수단의 변화에 따른 정보 교류와 의사소통 방식의 변화를 설명한다.
초등학교,사회,3~4,[4사05-01],"우리 지역을 표현한 다양한 종류의 지도를 찾아보고, 지도의 요소를 이해한다."
초등학교,사회,3~4,[4사05-02],"지도에서 우리 지역의 위치를 파악하고, 우리 지역의 지리 정보를 탐색한다."
초등학교,사회,3~4,[4사06-01],"지역의 문화유산을 통해 문화유산의 의미와 유형을 알아보고, 문화유산의 가치를 탐색한다."
초등학교,사회,3~4,[4사06-02],"지역의 박물관, 기념관, 유적지 등을 체험하고 지역의 역사를 이해한다."
초등학교,사회,3~4,[4사07-01],"자원의 희소성으로 인해 경제활동에서 선택의 문제가 발생함을 이해하고, 경제활동에서 합리적 선택의 방법을 탐색한다."
초등학교,사회,3~4,[4사07-02],"생산과 소비 활동을 파악하고, 인적⋅물적 교류의 사례를 통해 각 지역 및 사람들이 상호의존 관계를 맺고 있음을 탐색한다."
초등학교,사회,3~4,[4사08-01],"학교 자치 사례를 통하여 민주주의의 의미를 이해하고, 학교생활에서 민주주의를 실천하는 능력을 기른다."
초등학교,사회,3~4,[4사08-02],"지역에서 이루어지는 민주주의 사례를 통해 주민 자치와 주민 참여의 중요성을 파악하고, 지역사회의 문제 해결에 참여하는 태도를 기른다."
초등학교,사회,3~4,[4사09-01],"생활 주변에서 찾을 수 있는 여러 가지 문제를 파악하고, 그 문제를 합리적으로 해결하는 능력을 기른다."
초등학교,사회,3~4,[4사09-02],"지역의 자연환경, 역사, 문화, 생산물 등을 알리려는 지역사회의 노력을 알고 관심을 갖는다."
초등학교,사회,3~4,[4사10-01],"여러 지역의 자연환경과 인문환경의 특징을 살펴보고, 환경의 이용과 개발에 따른 변화를 탐구한다."
초등학교,사회,3~4,[4사10-02],"사례에서 도시의 인구, 교통, 산업 등의 특징을 탐구하고, 도시에서의 삶의 모습을 이해한다."
초등학교,수학,3~4,[4수01-01],"[4수01-01] 큰 수의 필요성을 인식하면서 10000 이상의 큰 수에 대한 자릿값과 위치적 기수법을 이해하고, 수를 읽고 쓸 수 있다."
초등학교,수학,3~4,[4수01-02],"[4수01-02] 다섯 자리 이상의 수의 범위에서 수의 계열을 이해하고, 수의 크기를 비교하며 그 방법을 설명할 수 있다."
초등학교,수학,3~4,[4수01-03],[4수01-03] 세 자리 수의 덧셈과 뺄셈의 계산 원리를 이해하고 그 계산을 할 수 있다.
초등학교,수학,3~4,[4수01-04],[4수01-04] 곱하는 수가 한 자리 수 또는 두 자리 수인 곱셈의 계산 원리를 이해하고 그 계산을 할 수 있다.
초등학교,수학,3~4,[4수01-05],"[4수01-05] 나눗셈이 이루어지는 실생활 상황과 연결하여 나눗셈의 의미를 알고, 곱셈과 나눗셈의 관계를 이해한다."
초등학교,수학,3~4,[4수01-06],"[4수01-06] 나누는 수가 한 자리 수인 나눗셈의 계산 원리를 이해하고 그 계산을 할 수 있으며, 나눗셈에서 몫과 나머지의 의미를 안다."
초등학교,수학,3~4,[4수01-07],[4수01-07] 나누는 수가 두 자리 수인 나눗셈의 계산 원리를 이해하고 그 계산을 할 수 있다.
초등학교,수학,3~4,[4수01-08],"[4수01-08] 자연수의 덧셈, 뺄셈, 곱셈, 나눗셈과 관련한 여러 가지 상황에서 어림셈을 할 수 있다."
초등학교,수학,3~4,[4수01-09],"[4수01-09] 양의 등분할을 통하여 분수의 필요성을 인식하고, 분수를 이해하고 읽고 쓸 수 있다."
초등학교,수학,3~4,[4수01-10],"[4수01-10] 단위분수, 진분수, 가분수, 대분수를 알고, 그 관계를 이해한다."
초등학교,수학,3~4,[4수01-11],"[4수01-11] 분모가 같은 분수끼리, 단위분수끼리 크기를 비교하고 그 방법을 설명할 수 있다."
초등학교,수학,3~4,[4수01-12],[4수01-12] 분모가 10인 진분수와 연결하여 소수 한 자리 수를 이해하고 읽고 쓸 수 있다.
초등학교,수학,3~4,[4수01-13],[4수01-13] 자릿값의 원리를 바탕으로 소수 두 자리 수와 소수 세 자리 수를 이해하고 읽고 쓸 수 있다.
초등학교,수학,3~4,[4수01-14],[4수01-14] 소수의 크기를 비교하고 그 방법을 설명할 수 있다.
초등학교,수학,3~4,[4수01-15],[4수01-15] 분모가 같은 분수의 덧셈과 뺄셈의 계산 원리를 이해하고 그 계산을 할 수 있다.
초등학교,수학,3~4,[4수01-16],[4수01-16] 소수 두 자리 수의 범위에서 소수의 덧셈과 뺄셈의 계산 원리를 이해하고 그 계산을 할 수 있다.
초등학교,수학,3~4,[4수02-01],"다양한 변화 규칙을 찾아 설명하고, 그 규칙을 수나 식으로 나타낼 수 있다."
초등학교,수학,3~4,[4수02-02],"계산식의 배열에서 규칙을 찾고, 계산 결과를 추측할 수 있다."
초등학교,수학,3~4,[4수02-03],등호를 사용하여 크기가 같은 두 양의 관계를 식으로 나타낼 수 있다.
초등학교,수학,3~4,[4수03-01],"직선, 선분, 반직선을 이해하고 구별할 수 있다."
초등학교,수학,3~4,[4수03-02],"각과 직각을 이해하고, 직각과 비교하는 활동을 통하여 예각과 둔각을 구별할 수 있다."
초등학교,수학,3~4,[4수03-03],직선의 수직 관계와 평행 관계를 이해한다.
초등학교,수학,3~4,[4수03-04],"구체물이나 평면도형의 밀기, 뒤집기, 돌리기 활동을 통하여 그 변화를 이해한다."
초등학교,수학,3~4,[4수03-05],평면에서 점의 이동에 대해 위치와 방향을 이용하여 설명할 수 있다.
초등학교,수학,3~4,[4수03-06],"원의 중심, 반지름, 지름을 이해하고, 그 성질을 안다."
초등학교,수학,3~4,[4수03-07],컴퍼스를 이용하여 여러 가지 크기의 원을 그릴 수 있다.
초등학교,수학,3~4,[4수03-08],"여러 가지 모양의 삼각형에 대한 분류 활동을 통하여 이등변삼각형, 정삼각형을 이해하고, 그 성질을 탐구하고 설명할 수 있다."
초등학교,수학,3~4,[4수03-09],"여러 가지 모양의 삼각형에 대한 분류 활동을 통하여 직각삼각형, 예각삼각형, 둔각삼각형을 이해한다."
초등학교,수학,3~4,[4수03-10],"여러 가지 모양의 사각형에 대한 분류 활동을 통하여 직사각형, 정사각형, 사다리꼴, 평행사변형, 마름모를 이해하고, 그 성질을 탐구하고 설명할 수 있다."
초등학교,수학,3~4,[4수03-11],다각형과 정다각형을 이해한다.
초등학교,수학,3~4,[4수03-12],주어진 도형을 이용하여 여러 가지 모양을 만들거나 채우고 설명할 수 있다.
초등학교,수학,3~4,[4수03-13],"1분과 1초의 관계를 이해하고, 초 단위까지 시각을 읽을 수 있다."
초등학교,수학,3~4,[4수03-14],실생활 문제 상황과 연결하여 초 단위까지의 시간의 덧셈과 뺄셈을 할 수 있다.
초등학교,수학,3~4,[4수03-15],"길이 단위 1mm와 1km를 알고, 이를 이용하여 길이를 측정하고 어림하며 수학의 유용성을 인식할 수 있다."
초등학교,수학,3~4,[4수03-16],"1cm와 1mm, 1km와 1m의 관계를 이해하고, 길이를 ‘몇 cm 몇 mm’와 ‘몇 mm’, ‘몇 km 몇 m’와 ‘몇 m’로 다양하게 표현할 수 있다."
초등학교,수학,3~4,[4수03-17],"들이 단위 1L와 1mL를 알고, 이를 이용하여 들이를 측정하고 어림하며 수학의 유용성을 인식할 수 있다."
초등학교,수학,3~4,[4수03-18],"1L와 1mL의 관계를 이해하고, 들이를 ‘몇 L 몇 mL’와 ‘몇 mL’로 표현할 수 있다."
초등학교,수학,3~4,[4수03-19],실생활 문제 상황과 연결하여 들이의 덧셈과 뺄셈을 할 수 있다.
초등학교,수학,3~4,[4수03-20],"실생활에서 무게를 나타낼 때 사용하는 단위 1g과 1kg을 알고, 이를 이용하여 무게를 측정하고 어림하며 수학의 유용성을 인식할 수 있다."
초등학교,수학,3~4,[4수03-21],"1kg과 1g의 관계를 이해하고, 무게를 ‘몇 kg 몇 g’과 ‘몇 g’으로 표현할 수 있다."
초등학교,수학,3~4,[4수03-22],"실생활에서 무게를 나타낼 때 사용하는 단위 1t을 알고, 1t과 1kg의 관계를 이해한다."
초등학교,수학,3~4,[4수03-23],실생활 문제 상황과 연결하여 무게의 덧셈과 뺄셈을 할 수 있다.
초등학교,수학,3~4,[4수03-24],"각의 크기의 단위인 1도(°)를 알고, 각도기를 이용하여 각의 크기를 측정하고 어림할 수 있다."
초등학교,수학,3~4,[4수03-25],"여러 가지 방법으로 삼각형과 사각형의 내각의 크기의 합을 추론하고, 자신의 추론 과정을 설명할 수 있다."
초등학교,수학,3~4,[4수04-01],자료를 수집하여 그림그래프나 막대그래프로 나타내고 해석할 수 있다.
초등학교,수학,3~4,[4수04-02],자료를 수집하여 꺾은선그래프로 나타내고 해석할 수 있다.
초등학교,수학,3~4,[4수04-03],"탐구 문제를 해결하기 위해 자료를 수집, 정리하여 막대그래프나 꺾은선그래프로 나타내고 해석할 수 있다."
초등학교,과학,3~4,[4과01-01],"일상생활에서 힘과 관련된 현상에 흥미를 갖고, 물체를 밀거나 당길 때 나타나는 현상을 관찰할 수 있다."
초등학교,과학,3~4,[4과01-02],수평잡기 활동을 통해 물체의 무게를 비교할 수 있다.
초등학교,과학,3~4,[4과01-03],"무게를 정확히 비교하기 위해서는 저울이 필요함을 알고, 저울을 사용해 무게를 비교할 수 있다."
초등학교,과학,3~4,[4과01-04],"지레, 빗면과 같은 도구를 이용하면 물체를 들어 올릴 때 드는 힘의 크기가 달라짐을 알고, 도구가 일상생활에서 어떻게 쓰이는지 조사하여 공유할 수 있다."
초등학교,과학,3~4,[4과02-01],여러 가지 동물을 관찰하여 특징에 따라 동물을 분류할 수 있다.
초등학교,과학,3~4,[4과02-02],다양한 환경에 서식하는 동물을 조사하여 동물의 생김새와 생활 방식이 환경과 관련되어 있음을 설명할 수 있다.
초등학교,과학,3~4,[4과02-03],동물의 특징을 이용하여 일상생활에서 활용할 수 있는 생활용품을 설계하여 협력적으로 소통할 수 있다.
초등학교,과학,3~5,[4과03-01],여러 가지 식물을 관찰하여 특징에 따라 식물을 분류할 수 있다.
초등학교,과학,3~6,[4과03-02],다양한 환경에 서식하는 식물을 조사하여 식물의 생김새와 생활 방식이 환경과 관련되어 있음을 설명할 수 있다.
초등학교,과학,3~7,[4과03-03],식물의 특징을 이용하여 일상생활에서 활용할 수 있는 생활용품을 설계하여 협력적으로 소통할 수 있다.
초등학교,과학,3~4,[4과04-01],"동물의 한살이를 직접 관찰하고, 관찰한 내용을 글과 그림으로 표현할 수 있다."
초등학교,과학,3~4,[4과04-02],식물이 자라는 데 필요한 조건을 찾는 실험을 설계하여 수행할 수 있다.
초등학교,과학,3~4,[4과04-03],생물의 한살이 과정을 조사하여 생물에 따라 한살이의 유형이 다양함을 소개하는 자료를 만들어 공유할 수 있다.
초등학교,과학,3~4,[4과05-01],"물체를 이루는 여러 가지 물질의 성질을 비교하고, 물질의 종류에 따라 물체를 분류할 수 있다."
초등학교,과학,3~4,[4과05-02],"물질의 세 가지 상태인 고체, 액체, 기체의 성질을 관찰하여 비교할 수 있다."
초등학교,과학,3~4,[4과05-03],다양한 물질의 성질을 이용하여 쓰임새 있는 물체를 설계할 수 있다.
초등학교,과학,3~4,[4과06-01],"지구가 대기로 둘러싸여 있음을 알고, 지구 표면을 구성하는 육지와 바다의 특징을 비교할 수 있다."
초등학교,과학,3~4,[4과06-02],"바닷물의 특징을 육지의 물과 비교하고, 바닷가에서 볼 수 있는 다양한 지형을 조사할 수 있다."
초등학교,과학,3~4,[4과06-03],"밀물과 썰물의 차이를 알고, 갯벌의 가치와 보전의 필요성을 설득⋅홍보할 수 있다."
초등학교,과학,3~4,[4과07-01],"여러 가지 물체를 이용하여 소리를 내보고, 소리가 나는 물체는 떨림이 있음을 설명할 수 있다."
초등학교,과학,3~4,[4과07-02],"큰 소리와 작은 소리, 높은 소리와 낮은 소리를 구분하고, 세기와 높낮이가 다른 소리를 낼 수 있다."
초등학교,과학,3~4,[4과07-03],"여러 가지 물질을 통하여 소리가 전달되는 것을 관찰하고, 소음을 줄이는 방법을 찾아 일상생활에서 실천할 수 있다."
초등학교,과학,3~4,[4과08-01],"생활 속 감염병의 사례를 알고, 다양한 질병과 그 위험성에 대해 토의할 수 있다."
초등학교,과학,3~4,[4과08-02],"감염병으로부터 안전한 사회에 관심을 가지고, 여러 감염 과정을 통해 생활 습관과 감염병 유행과의 연관성을 설명할 수 있다."
초등학교,과학,3~4,[4과08-03],"건강한 생활을 위해 필요한 감염병 예방 수칙을 공유하고, 생활 속에서 실천할 수 있다."
초등학교,과학,3~4,[4과09-01],"자석과 여러 가지 물체를 가까이했을 때 나타나는 현상을 관찰하고, 자석과 자석에 붙는 물체 사이에 작용하는 힘의 특징을 말할 수 있다."
초등학교,과학,3~4,[4과09-02],자석과 자석을 가까이했을 때 나타나는 현상을 관찰하여 그 특징을 자석의 극과 관련지어 설명할 수 있다.
초등학교,과학,3~4,[4과09-03],자석을 이용하여 일상생활을 편리하게 하는 장치를 설계할 수 있다.
초등학교,과학,3~4,[4과10-01],"물이 세 가지 상태로 변할 수 있음을 알고, 우리 주변에서 예를 찾을 수 있다."
초등학교,과학,3~4,[4과10-02],"물이 얼 때, 얼음이 녹을 때, 물이 증발할 때와 끓을 때, 수증기가 응결할 때의 변화를 관찰할 수 있다."
초등학교,과학,3~4,[4과10-03],물의 상태 변화를 이용하여 물을 얻을 수 있는 장치를 설계하고 만들 수 있다.
초등학교,과학,3~4,[4과11-01],흐르는 물의 작용과 강 주변 지형의 특징을 관련지을 수 있다.
초등학교,과학,3~4,[4과11-02],"화산의 의미와 화산 활동으로 나오는 물질을 알고, 화산 활동을 모형으로 표현할 수 있다."
초등학교,과학,3~4,[4과11-03],화성암을 관찰하고 분류할 수 있다.
초등학교,과학,3~4,[4과11-04],"화산 활동과 지진이 우리 생활에 미치는 영향을 조사하여, 대처 방법을 실천할 수 있다."
초등학교,과학,3~4,[4과12-01],균류⋅원생생물⋅세균을 관찰하여 특징과 사는 곳을 설명할 수 있다.
초등학교,과학,3~4,[4과12-02],균류⋅원생생물⋅세균이 우리 생활에 미치는 영향을 조사하여 발표할 수 있다.
초등학교,과학,3~4,[4과12-03],우리 생활에 생명과학이 이용되는 사례를 소개하는 자료를 만들어 공유할 수 있다.
초등학교,과학,3~4,[4과13-01],"달의 모양과 표면, 달의 위상변화를 관찰하여 밤하늘 관찰에 흥미를 가질 수 있다."
초등학교,과학,3~4,[4과13-02],"태양계 구성원을 알고, 태양과 행성을 조사할 수 있다."
초등학교,과학,3~4,[4과13-03],"별의 정의를 알고, 북극성 주변의 별자리를 관찰할 수 있다."
초등학교,과학,3~4,[4과14-01],생태계의 구성 요소를 조사하여 생물 요소와 비생물 요소로 분류할 수 있다.
초등학교,과학,3~4,[4과14-02],생물 요소들의 먹고 먹히는 관계를 조사하여 먹이그물로 표현할 수 있다.
초등학교,과학,3~4,[4과14-03],"인간 활동이 생태계에 미치는 영향을 조사하고, 생태계 보전을 위해 우리가 할 수 있는 일을 토의하여 실천할 수 있다."
초등학교,과학,3~4,[4과15-01],실험을 통해 기체가 무게가 있음을 설명할 수 있다.
